        -4.3928         0.0000         0.0000
        -4.3050         0.0001         0.0001
        -4.2172         0.0001         0.0001
        -4.1294         0.0001         0.0001
        -4.0416         0.0000         0.0000
        -3.9538         0.0002         0.0001
        -3.8661         0.0003         0.0002
        -3.7783         0.0004         0.0003
        -3.6905         0.0006         0.0004
        -3.6027         0.0006         0.0003
        -3.5149         0.0010         0.0005
        -3.4271         0.0011         0.0004
        -3.3393         0.0015         0.0005
        -3.2516         0.0021         0.0006
        -3.1638         0.0024         0.0005
        -3.0760         0.0037         0.0004
        -2.9882         0.0041         0.0006
        -2.9004         0.0058         0.0009
        -2.8126         0.0083         0.0017
        -2.7248         0.0101         0.0017
        -2.6371         0.0142         0.0021
        -2.5493         0.0175         0.0025
        -2.4615         0.0226         0.0028
        -2.3737         0.0280         0.0036
        -2.2859         0.0314         0.0035
        -2.1981         0.0378         0.0043
        -2.1103         0.0444         0.0049
        -2.0226         0.0537         0.0044
        -1.9348         0.0634         0.0042
        -1.8470         0.0726         0.0043
        -1.7592         0.0866         0.0054
        -1.6714         0.0978         0.0051
        -1.5836         0.1172         0.0041
        -1.4958         0.1287         0.0057
        -1.4081         0.1494         0.0065
        -1.3203         0.1688         0.0064
        -1.2325         0.1929         0.0038
        -1.1447         0.2120         0.0034
        -1.0569         0.2385         0.0031
        -0.9691         0.2595         0.0030
        -0.8813         0.2760         0.0047
        -0.7936         0.2963         0.0061
        -0.7058         0.3164         0.0045
        -0.6180         0.3351         0.0073
        -0.5302         0.3550         0.0073
        -0.4424         0.3721         0.0061
        -0.3546         0.3776         0.0061
        -0.2668         0.3849         0.0058
        -0.1791         0.3893         0.0056
        -0.0913         0.3957         0.0047
        -0.0035         0.3908         0.0040
         0.0843         0.3939         0.0054
         0.1721         0.3842         0.0057
         0.2599         0.3770         0.0057
         0.3477         0.3667         0.0047
         0.4354         0.3582         0.0035
         0.5232         0.3450         0.0049
         0.6110         0.3278         0.0082
         0.6988         0.3045         0.0074
         0.7866         0.2868         0.0069
         0.8744         0.2656         0.0077
         0.9622         0.2443         0.0083
         1.0499         0.2252         0.0049
         1.1377         0.2043         0.0079
         1.2255         0.1858         0.0068
         1.3133         0.1657         0.0056
         1.4011         0.1502         0.0064
         1.4889         0.1333         0.0061
         1.5767         0.1176         0.0066
         1.6644         0.1005         0.0050
         1.7522         0.0826         0.0043
         1.8400         0.0724         0.0033
         1.9278         0.0618         0.0031
         2.0156         0.0528         0.0027
         2.1034         0.0429         0.0025
         2.1912         0.0364         0.0029
         2.2789         0.0299         0.0023
         2.3667         0.0235         0.0018
         2.4545         0.0178         0.0018
         2.5423         0.0145         0.0017
         2.6301         0.0112         0.0014
         2.7179         0.0091         0.0013
         2.8057         0.0069         0.0010
         2.8934         0.0051         0.0011
         2.9812         0.0040         0.0010
         3.0690         0.0036         0.0008
         3.1568         0.0026         0.0006
         3.2446         0.0022         0.0007
         3.3324         0.0016         0.0007
         3.4202         0.0011         0.0006
         3.5079         0.0010         0.0006
         3.5957         0.0009         0.0004
         3.6835         0.0005         0.0003
         3.7713         0.0005         0.0004
         3.8591         0.0004         0.0002
         3.9469         0.0003         0.0002
         4.0347         0.0001         0.0001
         4.1224         0.0001         0.0001
         4.2102         0.0001         0.0001
         4.2980         0.0000         0.0000
