     1.32259912302880e-02     0.00000000000000e+00
     3.96779736908640e-02     0.00000000000000e+00
     6.61299561514400e-02     0.00000000000000e+00
     9.25819386120160e-02     0.00000000000000e+00
     1.19033921072592e-01     0.00000000000000e+00
     1.45485903533168e-01     0.00000000000000e+00
     1.71937885993744e-01     0.00000000000000e+00
     1.98389868454320e-01     0.00000000000000e+00
     2.24841850914896e-01     0.00000000000000e+00
     2.51293833375472e-01     0.00000000000000e+00
     2.77745815836048e-01     0.00000000000000e+00
     3.04197798296624e-01     0.00000000000000e+00
     3.30649780757200e-01     0.00000000000000e+00
     3.57101763217776e-01     0.00000000000000e+00
     3.83553745678352e-01     0.00000000000000e+00
     4.10005728138928e-01     0.00000000000000e+00
     4.36457710599504e-01     0.00000000000000e+00
     4.62909693060080e-01     0.00000000000000e+00
     4.89361675520656e-01     0.00000000000000e+00
     5.15813657981232e-01     0.00000000000000e+00
     5.42265640441808e-01     0.00000000000000e+00
     5.68717622902384e-01     0.00000000000000e+00
     5.95169605362960e-01     0.00000000000000e+00
     6.21621587823536e-01     0.00000000000000e+00
     6.48073570284112e-01     0.00000000000000e+00
     6.74525552744688e-01     0.00000000000000e+00
     7.00977535205264e-01     0.00000000000000e+00
     7.27429517665840e-01     0.00000000000000e+00
     7.53881500126416e-01     0.00000000000000e+00
     7.80333482586992e-01     0.00000000000000e+00
     8.06785465047568e-01     0.00000000000000e+00
     8.33237447508144e-01     0.00000000000000e+00
     8.59689429968720e-01     0.00000000000000e+00
     8.86141412429296e-01     2.22034508881536e-04
     9.12593394889872e-01     1.12351368259185e-02
     9.39045377350447e-01     1.22719997918936e-01
     9.65497359811023e-01     5.31748539945446e-01
     9.91949342271599e-01     1.25106327282381e+00
     1.01840132473218e+00     2.07185759289296e+00
     1.04485330719275e+00     2.61563404359889e+00
     1.07130528965333e+00     2.86756010083600e+00
     1.09775727211390e+00     2.76310800889785e+00
     1.12420925457448e+00     2.53648150196648e+00
     1.15066123703506e+00     2.25137416046777e+00
     1.17711321949563e+00     1.95376780145952e+00
     1.20356520195621e+00     1.69430506052730e+00
     1.23001718441678e+00     1.45926255592563e+00
     1.25646916687736e+00     1.26685742190373e+00
     1.28292114933794e+00     1.12090857520860e+00
     1.30937313179851e+00     9.83362638745344e-01
     1.33582511425909e+00     8.89271772574697e-01
     1.36227709671966e+00     8.07313474677044e-01
     1.38872907918024e+00     7.47771008961613e-01
     1.41518106164082e+00     6.99619748238455e-01
     1.44163304410139e+00     6.73259037820465e-01
     1.46808502656197e+00     6.46762729525546e-01
     1.49453700902254e+00     6.19075766032756e-01
     1.52098899148312e+00     6.10442802390618e-01
     1.54744097394370e+00     6.07931285480968e-01
     1.57389295640427e+00     6.21994663845951e-01
     1.60034493886485e+00     6.29425418109614e-01
     1.62679692132542e+00     6.44173658067213e-01
     1.65324890378600e+00     6.69039741506619e-01
     1.67970088624658e+00     7.05257441043561e-01
     1.70615286870715e+00     7.40841654035476e-01
     1.73260485116773e+00     7.83079089465505e-01
     1.75905683362830e+00     8.34293448194702e-01
     1.78550881608888e+00     8.91048313582276e-01
     1.81196079854946e+00     9.38652229618354e-01
     1.83841278101003e+00     9.88652903963724e-01
     1.86486476347061e+00     1.05253907081198e+00
     1.89131674593118e+00     1.09271555828630e+00
     1.91776872839176e+00     1.12962652592534e+00
     1.94422071085234e+00     1.17542378338743e+00
     1.97067269331291e+00     1.20211868224822e+00
     1.99712467577349e+00     1.22749171321596e+00
     2.02357665823406e+00     1.24963140307954e+00
     2.05002864069464e+00     1.24583152602715e+00
     2.07648062315522e+00     1.25994848237024e+00
     2.10293260561579e+00     1.24560251710560e+00
     2.12938458807637e+00     1.22789730972974e+00
     2.15583657053694e+00     1.19848783348552e+00
     2.18228855299752e+00     1.16583893766352e+00
     2.20874053545809e+00     1.13391243545860e+00
     2.23519251791867e+00     1.08353637423669e+00
     2.26164450037925e+00     1.05124863949259e+00
     2.28809648283982e+00     1.00678942795993e+00
     2.31454846530040e+00     9.71627480104777e-01
     2.34100044776097e+00     9.39559805320891e-01
     2.36745243022155e+00     9.16711304849404e-01
     2.39390441268213e+00     9.00519966290284e-01
     2.42035639514270e+00     8.72074460113873e-01
     2.44680837760328e+00     8.60873788265389e-01
     2.47326036006385e+00     8.57028859247612e-01
     2.49971234252443e+00     8.57366601877196e-01
     2.52616432498501e+00     8.53995856476979e-01
     2.55261630744558e+00     8.63433622645443e-01
     2.57906828990616e+00     8.74884204849852e-01
     2.60552027236673e+00     8.89623851982854e-01
     2.63197225482731e+00     9.00736143433802e-01
